timestamp,x_pos,y_pos,speed,speed_x,speed_y,acc,acc_x,acc_y,angle,acc_diff,gyro_z
0.1,9486.491685402338,1291.3043224823452,0.0,0.0,-0.0,0.0,0.0,-0.0,314.49167247850005,0.0,0.0
0.2,9486.490458590515,1291.3055277165158,0.017196809467809604,0.012051620225379877,-0.012267383821147879,0.17196809467809604,0.12051620225379876,-0.12267383821147877,314.49167247848544,1.7196809467809604,-2.5490720645393594e-12
0.30000000000000004,9486.486965402943,1291.3089594645246,0.04896568491051454,0.03431542576091112,-0.034929784620051536,0.31768875442704936,0.22263805535530862,-0.2266240079890403,314.49167247848726,0.31768875442704936,0.0
0.4,9486.479460547032,1291.316332322063,0.10519916328829318,0.07372416181918938,-0.07504406652504214,0.5623347837777863,0.3940873605827044,-0.4011428190499828,314.49167247850005,2.4464602935073696,2.2382096176443156e-12
0.5,9486.465320758472,1291.3302234144319,0.19820419514671478,0.13890260815278657,-0.14138942118175044,0.9300503185842159,0.6517844633361632,-0.663453546566895,314.49167247848544,3.677155348064296,-2.5490720645393594e-12
0.6,9486.441192730654,1291.3539270689603,0.3382141334271862,0.2370223557196064,-0.24126583458714349,1.4000993828047141,0.9811974756678375,-0.9987641340542844,314.49167247850005,4.700490642204982,2.5490720645393594e-12
0.7,9486.403576316252,1291.3908818709965,0.5272873147711938,0.3695258983464112,-0.37614162594678857,1.8907318134400763,1.3250354262680484,-1.3487579135964507,314.49167247850005,4.906324306353622,0.0
0.7999999999999999,9486.349512482495,1291.4439948086736,0.7578386770939445,0.5310975821146796,-0.5406059736734704,2.3055136232275064,1.6157168376836424,-1.6446434772658767,314.49167247848544,4.147818097874301,-2.5490720645393594e-12
0.8999999999999999,9486.276913639967,1291.5153167540616,1.0176527811249643,0.7131767588852538,-0.725944965901203,2.598141040310198,1.8207917677057421,-1.8533899222773267,314.49167247848544,2.9262741708269147,0.0
0.9999999999999999,9486.184487859104,1291.6061169137574,1.295576481238726,0.9079472418445005,-0.9242024803937084,2.7792370011376177,1.947704829592467,-1.9825751449250535,314.49167247848544,1.8109596082741986,0.0
1.0999999999999999,9486.07149949833,1291.7171179905797,1.5838120219688743,1.109944320363285,-1.1298159702475528,2.8823554073014823,2.0199707851854884,-2.0561348985407584,314.49167247850005,1.0311840616386458,2.5490720645393594e-12
1.2,9485.937549161246,1291.8487123561847,1.8776460934923926,1.315864880563842,-1.3394231849964178,2.9383407152351837,2.0592056020084515,-2.0960721474858213,314.49167247848544,0.5598530793370138,-2.5490720645393594e-12
1.3,9485.78242627672,1292.0011068780998,2.1744318415736408,1.5238539921996788,-1.5511359850465836,2.9678574808124814,2.0798911163583678,-2.1171280005016584,314.49167247848544,0.29516765577297654,0.0
1.4000000000000001,9485.60602176348,1292.1744087190307,2.472746634120989,1.732914666746511,-1.7639395325043057,2.9831479254734816,2.09060674546832,-2.1280354745772203,314.49167247848544,0.1529044466100027,0.0
1.5000000000000002,9485.408219749497,1292.368731713004,2.772685660455044,1.9431136134124394,-1.977901730891673,2.999390263340551,2.1019894666592855,-2.139621983873673,314.49167247848544,0.16242337867069523,0.0
1.6000000000000003,9485.189022433018,1292.5840737004357,3.0725938728963715,2.1532909655300587,-2.1918419481173705,2.999082124413275,2.101773521176192,-2.139402172256977,314.49167247848544,0.0030813892727632464,0.0
1.7000000000000004,9484.948407353411,1292.8204567469108,3.372816926784013,2.3636889602935875,-2.4060067582172273,3.0022305388764137,2.10397994763529,-2.1416481009985655,314.49167247848544,0.03148414463138849,0.0
1.8000000000000005,9484.686792031662,1293.0774706749683,3.6671873888445363,2.5699854259818182,-2.6159966083963986,2.943704620605234,2.0629646568823063,-2.0998985017917113,314.49167247848544,0.5852591827117948,0.0
1.9000000000000006,9484.404320710215,1293.3549737791568,3.9595359354172395,2.774864921991393,-2.8245441204842554,2.9234854657270315,2.0487949600949316,-2.0854751208793663,314.49167247848726,0.20219154878202694,3.1086244689504383e-13
2.0000000000000004,9484.100918611077,1293.6530395222444,4.252932680963445,2.980479001702084,-3.033839367735191,2.9339674554620565,2.0561407971077914,-2.0929524725084967,314.49167247848544,2.9339674554620565,0.0
2.1000000000000005,9483.776601148173,1293.9716527614135,4.546113362151054,3.1859416623023056,-3.24298048497594,2.93180681187609,2.0546266060022136,-2.0914111724074886,314.49167247848544,0.021606435859666817,0.0
2.2000000000000006,9483.43150609076,1294.3106781505453,4.837362865585033,3.3900509427352334,-3.45074399209808,2.912495034339786,2.0410928043292804,-2.0776350712213985,314.49167247848544,0.19311777536303865,0.0
2.3000000000000007,9483.065582579135,1294.6701656548046,5.1293252938924425,3.5946598449055482,-3.6590160658281357,2.919624283074098,2.04608902170315,-2.08272073730056,314.49167247848544,0.07129248734312199,0.0
2.400000000000001,9482.679098232307,1295.0498523621686,5.41753637821151,3.796639784235405,-3.8646121096438675,2.8821108431906772,2.019799393289236,-2.0559604381664816,314.49167247850005,0.3751343988342093,2.5490720645393594e-12
2.500000000000001,9482.272247794454,1295.4495469536994,5.703017640057828,3.996706648712515,-4.068260828283744,2.8548126184631784,2.0006686447710993,-2.0364871863987655,314.49167247850005,0.27298224727498877,0.0
2.600000000000001,9481.845188998064,1295.8690944711673,5.98628788995709,4.195224023654977,-4.270332316435695,2.832702498992621,1.9851737494246229,-2.0207148815195137,314.49167247850005,0.2211011947055752,0.0
2.700000000000001,9481.397893335834,1296.3085229204796,6.2699577404169275,4.394021440903386,-4.472688860573187,2.836698504598374,1.9879741724949787,-2.023565441364216,314.49167247848544,0.039960056057530835,-2.5490720645393594e-12
